City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
283,Alegrete,BR,-29.7831,-55.7919,41.2,68,2,2.89,clear sky
284,Ozinki,RU,51.1786,49.6769,72.14,46,85,7.11,overcast clouds
285,Huarmey,PE,-10.0681,-78.1522,65.46,84,47,8.3,scattered clouds
286,Pacific Grove,US,36.6177,-121.9166,93.15,81,20,5.01,few clouds
287,San Cristobal,VE,7.7669,-72.225,77.18,98,32,4.41,scattered clouds
288,Ayagoz,KZ,47.9714,80.4392,60.64,49,86,9.57,overcast clouds
289,Asau,RO,46.4333,26.4,68.76,94,0,4.23,clear sky
290,Belokurikha,RU,51.9959,84.9896,59.72,70,61,3.29,broken clouds
291,Saint Anthony,US,45.0205,-93.218,78.94,49,90,8.05,haze
292,Ostrovnoy,RU,68.0531,39.5131,39.58,92,62,2.91,broken clouds
293,Victoria,HK,22.2855,114.1577,83.25,90,95,1.01,heavy intensity rain
294,Necochea,AR,-38.5473,-58.7368,45.03,64,0,9.53,clear sky
295,Maarianhamina,AX,60.0973,19.9348,60.66,82,6,4.61,clear sky
296,Mezhdurechenskiy,RU,59.6,65.9333,42.08,92,22,5.14,few clouds
297,Jiaozuo,CN,35.2397,113.2331,76.42,82,13,5.68,few clouds
298,Tura,IN,25.5198,90.2201,74.53,91,100,5.73,overcast clouds
299,Pilar De La Horadada,ES,37.8659,-0.7926,78.21,79,0,1.01,clear sky
300,Buta,CD,2.7858,24.73,70.56,86,80,0.87,broken clouds
301,Hualmay,PE,-11.0964,-77.6139,63.77,85,50,7.45,scattered clouds
302,Tenamaxtlan,MX,20.2167,-104.1667,77.76,55,82,2.46,broken clouds
303,Krasnoselkup,RU,65.7,82.4667,53.78,86,55,13.27,broken clouds
304,Peniche,PT,39.3558,-9.3811,64.29,90,0,15.73,clear sky
305,Kasongo-Lunda,CD,-6.4667,16.8167,68.65,28,0,0.92,clear sky
306,Governador Valadares,BR,-18.8511,-41.9494,67.35,77,38,5.93,scattered clouds
307,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,88,66,4.94,broken clouds
308,Zemio,CF,5.0314,25.1361,68.11,93,93,1.95,overcast clouds
309,Kidal,ML,18.4411,1.4078,89.13,39,25,9.48,scattered clouds
310,Sambava,MG,-14.2667,50.1667,67.24,91,45,8.52,light rain
311,Mongoumba,CF,3.6415,18.5936,73.8,73,73,1.99,broken clouds
312,Kodinsk,RU,58.6881,99.1844,58.17,90,98,3.96,overcast clouds
313,Chimbote,PE,-9.0853,-78.5783,65.61,85,59,9.01,broken clouds
314,Grand Gaube,MU,-20.0064,57.6608,69.39,76,51,5.01,light rain
315,Mokhsogollokh,RU,61.4681,128.9203,62.91,53,0,7.7,clear sky
316,Kulhudhuffushi,MV,6.6221,73.07,82.27,73,30,10.96,scattered clouds
317,Yeppoon,AU,-23.1333,150.7333,69.58,52,2,12.8,clear sky
318,Palma Soriano,CU,20.2172,-75.9989,83.26,86,65,5.55,broken clouds
319,Zhengjiatun,CN,43.5064,123.5064,71.71,94,100,5.01,light rain
320,Seoul,KR,37.5683,126.9778,85.57,62,0,5.75,clear sky
321,Faya,SA,18.3851,42.4509,68.11,63,58,4.36,broken clouds
322,Tual,ID,-5.6667,132.75,81.01,82,62,14.27,broken clouds
323,Usinsk,RU,65.9939,57.5281,42.48,90,59,6.82,broken clouds
